species	Family	mean_temp	litter_or_clutch_size_n	GenerationLength_d	geoArea_km2	BodyMassKg_notInputed	DispDist_notInputed
Mirza_zaza	Cheirogaleidae	NA	NA	1825	9920.144058	0.29	0.618306
Mogera_imaizumii	Talpidae	NA	3.515	759.1857214	148703.3262	0.0875	0.631279
Mogera_insularis	Talpidae	NA	NA	759.1857214	765048.8676	0.0623	0.722791
Mogera_kanoana	NA	NA	NA	NA	NA	NA	NA
Mogera_wogura	Talpidae	145	3.78	759.1857214	139527.772	0.1115	0.727623
Molossus_coibensis	Molossidae	265.125	0.995	1427.913317	3521356.057	0.013	0.367095
Molossus_molossus	Molossidae	245.537366548043	0.99	1427.913317	15953871.79	0.0136	0.523668
Molossus_rufus	Molossidae	244.413043478261	NA	1427.913317	14978119.24	0.0317	0.889921
Monachus_monachus	Phocidae	NA	1	4015	329172.5891	275	132.601095
Monodelphis_adusta	Didelphidae	206.5	NA	717.0425	1097764.83	0.035	0.506621
Monodelphis_americana	Didelphidae	NA	NA	717.0425	1260932.148	0.0195	0.26381
Monodelphis_arlindoi	NA	NA	NA	NA	NA	NA	NA
Monodelphis_brevicaudata	Didelphidae	262.857142857143	7.12	717.0425	1852509.807	0.0696	0.842098
Monodelphis_dimidiata	Didelphidae	172.888888888889	14	717.0425	1945585.298	0.058	0.766381
Monodelphis_domestica	Didelphidae	238.727272727273	9	717.0425	4209184.905	0.0714	1.020241
Monodelphis_emiliae	Didelphidae	259.6	NA	717.0425	1154217.411	0.04	0.552995
Monodelphis_glirina	Didelphidae	NA	7.12	717.0425	1178746.668	0.0658	0.739522
Monodelphis_kunsi	Didelphidae	NA	NA	717.0425	1216939.308	0.0113	0.270468
Monodelphis_scalops	Didelphidae	199	NA	717.0425	522256.3797	0.741	2.49513
Mops_leucostigma	Molossidae	NA	1	NA	213771.7095	0.02679	0.319063
Mops_midas	Molossidae	NA	1	NA	419847.9179	0.04522	0.516776
Mormoops_megalophylla	Mormoopidae	225.704081632653	1	1888.065371	3777363.072	0.0158	0.422481
Moschus_berezovskii	Moschidae	NA	1.455	2555	1762763.914	9	7.644889
Moschus_leucogaster	Moschidae	NA	1.345	2555	227366.0175	15.5	6.632464
Mungotictis_decemlineata	Eupleridae	NA	0.995	2146.94685	13433.63785	0.65	1.363054
Muntiacus_crinifrons	Cervidae	NA	1	2190	114697.2491	36.141	9.131248
Muntiacus_muntjak	Cervidae	263.5	1.17	2416.4143	1515010.561	15.9258	10.139893
Muntiacus_reevesi	Cervidae	153.444444444444	1	2931.795	2239410.926	13.5	6.746587
Muntiacus_vuquangensis	Cervidae	NA	NA	2555	112107.9929	34	8.785047
Murina_eleryi	NA	NA	NA	NA	NA	NA	NA
Murina_gracilis	NA	NA	NA	NA	NA	NA	NA
Murina_hilgendorfi	Vespertilionidae	NA	1.5	1825	3609782.268	0.0081	0.272302
Murina_leucogaster	Vespertilionidae	NA	NA	1825	620519.3266	0.0076	0.178706
Murina_puta	Vespertilionidae	NA	NA	1825	36229.77248	0.0083	0.10241
Murina_recondita	NA	NA	NA	NA	NA	NA	NA
Mus_booduga	Muridae	248.266666666667	6.34	628.295	3216673.27	0.0116	0.390441
Mus_bufo	Muridae	165.333333333333	NA	435.665	70779.13971	0.0104	0.139522
Mus_caroli	Muridae	240.4	5.805	628.295	1860273.837	0.0113	0.296424
Mus_cervicolor	Muridae	195.5	4.265	628.295	253924.7151	0.0177	0.24957
Mus_cookii	Muridae	216.8	NA	628.295	871097.5698	0.0205	0.354369
Mus_fragilicauda	Muridae	NA	NA	628.295	4713.468901	0.012	0.084394
Mus_indutus	Muridae	204.230769230769	4.24	435.665	1496506.104	0.0062	0.20029
Mus_mahomet	Muridae	165.666666666667	8.595	628.295	423987.1075	0.01	0.200783
Mus_mattheyi	Muridae	NA	NA	628.295	305687.8296	0.0045	0.118224
Mus_minutoides	Muridae	211.418181818182	4.18	435.665	4265717.535	0.0068	0.264819
Mus_musculoides	Muridae	217.782287822878	4.18	435.665	5086418.256	0.0056	0.246026
Mus_musculus	Muridae	155.653792984275	6.07	628.295	52697358.19	0.0161	0.623007
Mus_setulosus	Muridae	246.911111111111	3.92	628.295	1025553.948	0.0111	0.257995
Mus_terricolor	Muridae	245.666666666667	NA	435.665	2909404.18	0.009	0.286444
Mus_triton	Muridae	182.05	5.2	628.295	1267064.305	0.0121	0.283777
Muscardinus_avellanarius	Gliridae	82.4366506794564	4.3	874.73125	3603174.998	0.0275	0.642943
Mustela_erminea	Mustelidae	80.3473170731707	6.755	1078.777858	82041882.97	0.1194	3.26
Mustela_frenata	Mustelidae	104.311956521739	6.22	986.1104833	12327674.37	0.147	4.802974
Mustela_itatsi	Mustelidae	NA	6.48	1931.45	284735.8909	0.565	1.872886
Mustela_lutreola	Mustelidae	117.938325991189	4.5	730	7570739.139	0.44	5.338934
Mustela_putorius	Mustelidae	101.326040172166	7.68	1652.464383	5994531.274	0.9154	8.013044
Mustela_sibirica	Mustelidae	50.2222222222222	6.48	1484.792222	13171282.58	0.405	15.436118
Myocastor_coypus	Myocastoridae	170.175257731959	5.34	1311.7152	3908684.416	6.9375	4.35759
Myodes_andersoni	Cricetidae	NA	NA	433.3599222	71850.06839	0.0255	0.234396
Myodes_gapperi	Cricetidae	40.0138775510204	5.205	266.6535667	8350789.413	0.019	0.418261
Myodes_glareolus	Cricetidae	81.72	4.295	577.7512	8679589.36	0.0212	0.555362
Myodes_regulus	Cricetidae	NA	4.13	433.3599222	149952.9162	0.0386	0.221245
Myodes_rex	Cricetidae	NA	4.13	433.3599222	58346.21998	0.0555	0.350409
Myodes_rufocanus	Cricetidae	-31.5333333333333	4.57	433.3599222	13083957.99	0.037	0.893196
Myodes_smithii	Cricetidae	NA	4.115	455.675	119144.6985	0.035	0.313641
Myomyscus_brockmani	Muridae	213.636363636364	NA	624.3996409	1735842.81	0.0295	0.506962
Myonycteris_angolensis	NA	NA	NA	NA	9200935.181	0.0746	0.774355
Myotis_adversus	Vespertilionidae	260	1	2504.38545	245727.4802	0.0106	0.181192
Myotis_albescens	Vespertilionidae	242.222222222222	0.99	2106.628504	14770015.7	0.0053	0.28105
Myotis_alcathoe	Vespertilionidae	75.5	NA	2106.628504	504211.9479	0.005	0.130557
Myotis_altarium	Vespertilionidae	NA	NA	2504.38545	1588108.521	0.011	0.277634
Myotis_bechsteinii	Vespertilionidae	91.3704663212435	1	1825	2490576.231	0.0085	0.25924
Myotis_blythii	Vespertilionidae	129.745958429561	1	2555	6267206.626	0.0225	0.591508
Myotis_bocagii	Vespertilionidae	213.727272727273	0.99	2106.628504	1842807.446	0.0078	0.229861
Myotis_bombinus	Vespertilionidae	NA	1	2106.628504	1650195.03	0.0069	0.207439
Myotis_brandtii	Vespertilionidae	NA	NA	2106.628504	7631714.752	0.0053	0.243705
Myotis_californicus	Vespertilionidae	139.950867052023	0.99	2106.628504	4002291.554	0.0046	0.193551
Myotis_capaccinii	Vespertilionidae	151.978102189781	1	2190	1231496.802	0.0074	0.203691
Myotis_chinensis	Vespertilionidae	NA	1.25	2504.38545	2282712.14	0.042	0.710345
Myotis_ciliolabrum	Vespertilionidae	NA	1	2106.628504	1388332.075	0.0049	0.160378
Myotis_dasycneme	Vespertilionidae	90.5945945945946	1	1825	5399037.515	0.0141	0.424159
Myotis_daubentonii	Vespertilionidae	86.5275057860068	1.21	3298.5039	14614692.45	0.0074	0.347503
Myotis_davidii	Vespertilionidae	NA	1	2106.628504	96312.4833	0.0053	0.094804
Myotis_emarginatus	Vespertilionidae	109.945273631841	0.995	2542.7725	4481889.933	0.0077	0.27619
Myotis_escalerai	NA	NA	NA	NA	NA	NA	NA
Myotis_evotis	Vespertilionidae	85.4775725593667	1	2106.628504	3165704.693	0.0067	0.234301
Myotis_fimbriatus	Vespertilionidae	NA	1	2106.628504	273061.6594	0.0076	0.149679
Myotis_flavus	NA	NA	NA	NA	NA	NA	NA
Myotis_formosus	Vespertilionidae	221.2	NA	2106.628504	2083262.278	0.007	0.220171
Myotis_frater	Vespertilionidae	NA	1	2106.628504	1332735.29	0.0076	0.210778
Myotis_goudoti	Vespertilionidae	231.25	NA	2106.628504	509868.0986	0.007	0.162467
Myotis_horsfieldii	Vespertilionidae	253.088235294118	NA	2106.628504	2593098.722	0.0063	0.215715
Myotis_ikonnikovi	Vespertilionidae	NA	NA	2106.628504	1526550.405	0.0037	0.136658
Myotis_laniger	Vespertilionidae	NA	NA	2106.628504	2153763.007	0.0037	0.147202
Myotis_lucifugus	Vespertilionidae	68.1851145038168	1	4117.2	12022843.89	0.0076	0.338918
Myotis_macrodactylus	Vespertilionidae	111.5	1	2106.628504	684345.771	0.0072	0.17629
Myotis_martiniquensis	Vespertilionidae	246	NA	2106.628504	3857.161511	0.005	0.045585
Myotis_muricola	Vespertilionidae	235.444444444444	1	2106.628504	4693745.673	0.0041	0.186047
Myotis_myotis	Vespertilionidae	98.561780104712	1.25	2847	3875323.206	0.034	0.695216
Myotis_mystacinus	Vespertilionidae	94.5	1	2106.628504	4960868.535	0.006	0.24049
Myotis_nattereri	Vespertilionidae	93.7426081543729	1	2106.628504	5861449.188	0.0071	0.277798
Myotis_nigricans	Vespertilionidae	236.458333333333	1	810.53	14555451.22	0.0042	0.241257
Myotis_petax	NA	NA	NA	NA	NA	NA	NA
Myotis_pilosus	Vespertilionidae	NA	NA	1825	994693.2193	0.0156	0.314137
Myotis_punicus	Vespertilionidae	168	1	2106.628504	651424.147	0.0235	0.373073
Myotis_riparius	Vespertilionidae	236.528735632184	0.98	2106.628504	14289619.93	0.0056	0.289102
Myotis_secundus	NA	NA	NA	NA	NA	NA	NA
Myotis_septentrionalis	Vespertilionidae	NA	1	2106.628504	4943737.766	0.0075	0.27737
Myotis_thysanodes	Vespertilionidae	125.137323943662	1	2106.628504	3488660.489	0.0081	0.270303
Myotis_tricolor	Vespertilionidae	172.785714285714	0.99	2504.38545	4289583.804	0.0139	0.399916
Myotis_velifer	Vespertilionidae	176.616161616162	0.995	1579.5955	1969158.947	0.0101	0.275305
Myotis_volans	Vespertilionidae	89.2882011605416	0.995	1509.30515	4720453.924	0.0085	0.29762
Myotis_welwitschii	Vespertilionidae	192.352941176471	NA	2504.38545	4362340.667	0.0155	0.430485
Myotis_yumanensis	Vespertilionidae	132.345637583893	1	2106.628504	4077855.456	0.0054	0.21543
Mysateles_prehensilis	Capromyidae	248	2	3650	107682.2596	1.8	1.718919
Myzopoda_aurita	Myzopodidae	225.5	NA	2070.531028	108414.0138	0.0093	0.143457
Myzopoda_schliemanni	Myzopodidae	NA	NA	2070.531028	36749.90714	0.0091	0.112162
Naemorhedus_goral	Bovidae	131	1	2555	254534.944	28.5	9.513106
Nandinia_binotata	Nandiniidae	234.135593220339	2	2850.514083	6101070.131	2	10.03425
Nanger_dama	Bovidae	NA	1	2171.91595	300588.0734	72.9995	16.575802
Nanger_granti	Bovidae	215.947368421053	1	2016.276883	795718.2887	54.9997	17.493219
Nanonycteris_veldkampii	Pteropodidae	262.333333333333	0.98	1553.790873	1733730.021	0.0214	0.270991
Napaeozapus_insignis	Dipodidae	53.4178571428571	4.46	755.61195	2008377.344	0.0223	0.80985
Nasalis_larvatus	Cercopithecidae	268.5	1.01	4015	546100.6437	9	5.935807
Nasua_narica	Procyonidae	224.231075697211	4.17	2994.435078	3025848.724	4.03	10.78451
Nasua_nasua	Procyonidae	235.78021978022	3.81	2778.4359	10758220.96	3.7938	14.632086
Natalus_stramineus	Natalidae	238.625	1	2070.531028	4524.669785	0.005	0.047183
Neacomys_dubosti	Cricetidae	253	NA	589.3882991	224410.9691	0.0147	0.218395
Neacomys_minutus	Cricetidae	NA	NA	589.3882991	186164.7398	0.0104	0.171923
Neacomys_musseri	Cricetidae	NA	NA	589.3882991	142123.9902	0.0121	0.176936
Neacomys_paracou	Cricetidae	NA	NA	589.3882991	968316.5349	0.0145	0.29712
Neacomys_spinosus	Cricetidae	232.663043478261	NA	589.3882991	3141037.123	0.019	0.447466
Necromys_lactens	Cricetidae	NA	NA	589.3882991	165377.2473	0.0329	0.324889
Necromys_lasiurus	Cricetidae	235.957142857143	4.335	589.3882991	5681010.093	0.0399	0.779022
Necromys_lenguarum	Cricetidae	242.034482758621	4.17	589.3882991	598844.9161	0.0299	0.406009
Nectogale_elegans	Soricidae	122	NA	379.2929563	559253.8386	0.0325	0.444624
Nectomys_squamipes	Cricetidae	204.711538461538	4.315	766.22453	2368607.514	0.1907	0.800742
Neodon_fuscus	Cricetidae	NA	NA	589.3882991	48674.92007	0.0425	0.182996
Neodon_irene	Cricetidae	NA	NA	589.3882991	638729.1163	0.0446	0.327657
Neodon_leucurus	Cricetidae	NA	1.94	589.3882991	2277409.603	0.02	0.276891
Neodon_sikimensis	Cricetidae	82.75	2.25	589.3882991	161093.1237	0.0676	0.306178
Neofelis_diardi	Felidae	NA	NA	2664.41	516876.2994	20.5	27.551273
Neofelis_nebulosa	Felidae	NA	2.25	2550.887933	1918303.904	20.5	36.56962
Neomys_anomalus	Soricidae	105.041237113402	6.315	320.8195	3463343.006	0.016	0.418002
Neomys_fodiens	Soricidae	88.6004319654428	5.51	576.8888	13017755.16	0.0143	0.296308
Neomys_teres	Soricidae	NA	5.53	448.85415	252570.361	0.0129	0.206789
Neophocaena_asiaeorientalis	Phocoenidae	NA	NA	6095.5	1153523.789	NA	NA
Neophocaena_phocaenoides	Phocoenidae	NA	1	5840	3055748.227	32.5	54.376239
Neoromicia_capensis	Vespertilionidae	NA	1.96	NA	13988350.51	0.00596	0.299533
Neoromicia_guineensis	Vespertilionidae	NA	NA	NA	3628135.533	NA	NA
Neoromicia_matroka	Vespertilionidae	190.666666666667	1.22	2400.9362	33922.15385	NA	NA
Neoromicia_nana	Vespertilionidae	NA	1.86	NA	10573303.44	NA	NA
Neoromicia_somalica	Vespertilionidae	NA	2	NA	6149257.476	NA	NA
Neotoma_albigula	Cricetidae	163.526674233825	2.14	1019.7194	839216.5555	0.206	0.333923
Neotoma_bryanti	Cricetidae	188.333333333333	2.92	857.0894875	370.9283052	0.182	0.232659
Neotoma_cinerea	Cricetidae	58.0297699594046	3.565	857.0894875	3604494.073	0.2992	2.457403
Neotoma_devia	Cricetidae	199.372093023256	2.81	857.0894875	74042.64483	0.2	0.770804
Neotoma_floridana	Cricetidae	160.576323987539	2.625	782.2066	1879946.115	0.2447	0.770011
Neotoma_fuscipes	Cricetidae	124.026104417671	2.72	857.0894875	171943.6285	0.2298	0.44736
Neotoma_lepida	Cricetidae	153.204702627939	2.92	1221.14745	988204.5042	0.1638	0.556454
Neotoma_leucodon	Cricetidae	177.219512195122	2.14	857.0894875	1084531.022	0.2511	1.568444
Neotoma_macrotis	Cricetidae	133.845036319613	2.72	857.0894875	161036.2145	0.198	0.906356
Neotoma_magister	Cricetidae	100.756756756757	2.15	857.0894875	314451.3495	0.4125	1.596927
Neotoma_mexicana	Cricetidae	108.355871886121	2.345	857.0894875	1797937.624	0.203	1.548058
Neotoma_micropus	Cricetidae	167.023020257827	2.15	405.2845	1070247.399	0.2375	0.329708
Neotomodon_alstoni	Cricetidae	109.285714285714	3.25	589.3882991	27773.42635	0.04	0.18834
Neovison_vison	Mustelidae	71.4752066115702	4.76	1473.65	14541997.83	0.945	45
Nephelomys_albigularis	Cricetidae	169.025	3.4	589.3882991	403518.1432	0.0832	0.671423
Nesomys_rufus	Nesomyidae	207.666666666667	NA	1064.06475	107930.0299	0.1625	0.468807
Neurotrichus_gibbsii	Talpidae	96.4875621890547	2.81	759.1857214	221437.2813	0.0089	0.310771
Niviventer_andersoni	Muridae	NA	NA	639.6318318	190559.0401	0.147	0.792013
Niviventer_brahma	Muridae	NA	NA	624.3996409	32581.19781	0.0973	0.426667
Niviventer_confucianus	Muridae	127	NA	624.3996409	3996610.465	0.065	0.95587
Niviventer_cremoriventer	Muridae	257.125	3.7	624.3996409	1265083.178	0.0697	0.776165
Niviventer_eha	Muridae	NA	4.86	624.3996409	184904.3997	0.0536	0.440602
Niviventer_excelsior	Muridae	NA	NA	639.6318318	151923.3691	0.102	0.611293
Niviventer_fulvescens	Muridae	178.278481012658	4.41	624.3996409	4765824.322	0.0825	1.138737
Niviventer_hinpoon	Muridae	NA	NA	624.3996409	2963.649797	0.061	0.194407
Niviventer_niviventer	Muridae	79.4	NA	639.6318318	254955.2889	0.1	0.675858
Niviventer_tenaster	Muridae	224	3.7	639.6318318	268884.2932	0.103	0.695381
Noctilio_albiventris	Noctilionidae	255.02380952381	1	1888.065371	13021449.09	0.0308	0.847586
Nomascus_concolor	Hylobatidae	NA	1	5475	26956.27325	7.5	5.355937
Nomascus_gabriellae	Hylobatidae	NA	1	5475	97468.2638	8	6.817513
Nomascus_leucogenys	Hylobatidae	NA	1	5475	51851.97963	8	5.948946
Nomascus_siki	Hylobatidae	NA	1	5475	26839.18891	8	5.160419
Notiosorex_crawfordi	Soricidae	159.324200913242	3.76	426.9101194	2178955.149	0.0044	0.164957
Nyctalus_lasiopterus	Vespertilionidae	109.171428571429	1.82	1677.175	2901624.484	0.0497	0.833594
Nyctalus_leisleri	Vespertilionidae	94.9331329827198	1.5	1677.175	5164292.752	0.0133	0.404628
Nyctalus_noctula	Vespertilionidae	89.3382352941177	1.165	1529.35	8027594.144	0.028	0.718155
Nyctereutes_procyonoides	Canidae	138.65306122449	6.3	2091.936667	6252487.557	4.04	14.294543
Nycteris_grandis	Nycteridae	246.162162162162	1	1825	4461209.784	0.0302	0.664111
Nycticebus_coucang	Lorisidae	261.857142857143	1.035	2555	639371.3249	0.8035	2.730751
Nycticebus_pygmaeus	Lorisidae	231	1.12	2920	487082.3634	0.9	2.748424
Nycticeinops_schlieffeni	Vespertilionidae	239.3125	2.54	2055.239876	6062381.168	0.005	0.223363
Nyctimene_robinsoni	Pteropodidae	214.205479452055	0.995	1553.790873	355263.2079	0.0495	0.305778
Nyctinomops_aurispinosus	Molossidae	248.615384615385	1	1427.913317	2664483.478	0.018	0.426054
Nyctinomops_macrotis	Molossidae	167.566371681416	0.995	1427.913317	15923589.69	0.0184	0.635703
Nyctomys_sumichrasti	Cricetidae	229.051546391753	2	589.3882991	681046.1761	0.0494	0.351519
Ochotona_alpina	Ochotonidae	-19.8333333333333	3.425	623.0089	975676.9671	0.263	0.956489
Ochotona_cansus	Ochotonidae	NA	3.29	854.6685	612619.4974	0.0745	0.325193
Ochotona_curzoniae	Ochotonidae	NA	5.15	751.47417	2269294.153	0.1625	0.596798
Ochotona_dauurica	Ochotonidae	-7.875	6.205	751.47417	2454189.573	0.13	0.79105
Ochotona_forresti	Ochotonidae	NA	5.705	751.47417	314067.7574	0.129	0.505303
Ochotona_gloveri	Ochotonidae	NA	4.1	751.47417	420500.8754	0.22	0.722663
Ochotona_hyperborea	Ochotonidae	-90.4827586206897	3.07	751.47417	10024330.35	0.156	1.103123
Ochotona_macrotis	Ochotonidae	NA	3.26	751.47417	3546043.011	0.166	0.980259
Ochotona_princeps	Ochotonidae	11.7163412127441	3	1045.7507	960103.5742	0.1576	0.283
Ochotona_roylei	Ochotonidae	72.5	3	751.47417	363319.0616	0.155	0.577092
Ochotona_rufescens	Ochotonidae	111.611111111111	5.9	751.47417	1042513.03	0.25	0.943488
Ochotona_syrinx	Ochotonidae	NA	2.93	751.47417	NA	0.083	0.550188
Ochotona_thibetana	Ochotonidae	73.25	2.93	854.6685	656262.765	0.104	0.526017
Ochotona_thomasi	Ochotonidae	NA	NA	854.6685	329992.9668	0.0775	0.385475
Octodon_degus	Octodontidae	131.285714285714	5.31	1310.04695	65046.5008	0.21	0.470716
Octomys_mimax	Octodontidae	NA	NA	1310.04695	50720.02474	0.131	0.343762
Odobenus_rosmarus	Odobenidae	NA	1.18	5529.75	7116147.194	825	521.712679
Odocoileus_hemionus	Cervidae	103.610730593607	1.615	2717.425	6343508.978	54.2126	100.8462029
Odocoileus_virginianus	Cervidae	134.248084291188	1.71	2713.883333	14474779.83	55.5086	81.62222222
Oecomys_auyantepui	Cricetidae	NA	NA	589.3882991	1103528.888	0.0417	0.355282
Oecomys_bicolor	Cricetidae	251.575	3.15	589.3882991	8704451.121	0.034	0.495789
Oecomys_catherinae	Cricetidae	185	NA	589.3882991	3534662.571	0.0734	0.624217
Oecomys_cleberi	Cricetidae	NA	NA	589.3882991	6557.676153	0.0734	0.16051
Oecomys_concolor	Cricetidae	260.5	3.275	589.3882991	4990104.723	0.0616	0.610441
Oecomys_mamorae	Cricetidae	250.272727272727	NA	589.3882991	659087.4512	0.0625	0.397451
Oecomys_paricola	Cricetidae	267	NA	589.3882991	398104.9916	0.0734	0.389546
Oecomys_rex	Cricetidae	NA	NA	589.3882991	521978.8594	0.0734	0.413013
Oecomys_roberti	Cricetidae	258.4	NA	589.3882991	3774686.119	0.0734	0.633136
Oecomys_rutilus	Cricetidae	255	NA	589.3882991	1202645.816	0.02	0.24123
Oligoryzomys_brendae	Cricetidae	174	NA	589.3882991	162.8652003	NA	NA
Oligoryzomys_destructor	Cricetidae	161.3	4.385	589.3882991	52.70662735	0.0252	0.048995
Oligoryzomys_flavescens	Cricetidae	173.26	4.175	589.3882991	3174095.638	0.0213	0.478926
Oligoryzomys_fornesi	Cricetidae	221.225806451613	3.4	589.3882991	1754506.847	0.014	0.331063
Oligoryzomys_fulvescens	Cricetidae	229.669811320755	3.64	589.3882991	2988449.632	0.025	0.518324
Oligoryzomys_longicaudatus	Cricetidae	98.579634464752	4.385	589.3882991	646295.3562	0.027	0.29378
Oligoryzomys_microtis	Cricetidae	254.842592592593	3.4	589.3882991	2756766.798	0.0225	0.479437
Oligoryzomys_moojeni	NA	NA	NA	NA	182821.4203	0.0169	0.226379
Oligoryzomys_nigripes	Cricetidae	209.43661971831	3.445	589.3882991	3246159.529	0.0205	0.470778
Ondatra_zibethicus	Cricetidae	87.3769889840881	6.415	1317.65	14687689.95	1.0657	3.37
Orcaella_brevirostris	Delphinidae	NA	1	5475	3675748.044	190	176.04237
Orcinus_orca	Delphinidae	NA	1	9380.5	143673336.4	4300	4767.945722
Ornithorhynchus_anatinus	Ornithorhynchidae	154.473771168938	2	2878.755	907792.5294	1.4843	3.042261
Orthogeomys_grandis	Geomyidae	215.571428571429	NA	781.5326333	142352.8255	0.5	0.900005
Orthogeomys_hispidus	Geomyidae	238.020618556701	1.985	781.5326333	401569.7573	0.5	1.125897
Orycteropus_afer	Orycteropodidae	NA	1.03	3624.815	19504903.19	52.3504	110.231441
Oryctolagus_cuniculus	Leporidae	128.026755963182	5.24	1515.3536	974172.7012	1.9583	2.729342
Oryx_beisa	Bovidae	235	1	2555	1103033.472	170	35.004038
Oryx_gazella	Bovidae	211.357142857143	1	2866.554367	1781755.669	169.0013	38.696762
Oryzomys_couesi	Cricetidae	238.010706638116	3.77	318.75155	1508289.041	0.0693	0.803539
Oryzomys_palustris	Cricetidae	195.40464344942	3.925	318.75155	3033614.189	0.0539	0.698784
Osgoodomys_banderanus	Cricetidae	248.106382978723	1.68	589.3882991	181704.0962	0.05	0.421748
Otocolobus_manul	Felidae	NA	4.14	2036.1475	8439326.662	3.5	16.167362
Otolemur_crassicaudatus	Galagidae	206.571428571429	1.5	2763.926	4952452.862	1.5	4.39788
Otolemur_garnettii	Galagidae	210.125	1.26	2277.7095	533833.6592	0.76	2.88652
Otomops_madagascariensis	Molossidae	NA	0.99	1427.913317	3577.613125	0.0255	0.127801
Otomops_martiensseni	Molossidae	207.653846153846	0.99	1427.913317	7402743.647	0.0343	0.804019
Otomys_denti	Muridae	146.409090909091	1.69	639.6318318	82063.91957	0.12	0.36337
Otomys_irroratus	Muridae	166	1.715	639.6318318	559850.6543	0.118	0.449199
Otomys_lacustris	Muridae	145.333333333333	1.715	624.3996409	18458.89692	0.0926	0.22818
Otomys_occidentalis	Muridae	NA	NA	624.3996409	10831.14041	0.0728	0.17807
Otomys_tropicalis	Muridae	173.243902439024	1.65	639.6318318	145695.3361	0.1088	0.389656
Otomys_unisulcatus	Muridae	NA	1.42	639.6318318	376585.4217	0.1245	0.515301
Otonycteris_hemprichii	Vespertilionidae	206.307692307692	1.38	2051.666208	1289502.951	0.0238	0.435884
Otopteropus_cartilagonodus	Pteropodidae	214.645833333333	0.99	1553.790873	106275.1173	0.0168	0.129745
Otospermophilus_beecheyi	NA	NA	NA	NA	NA	NA	NA
Ototylomys_phyllotis	Cricetidae	251.360784313726	2.25	589.3882991	497455.0971	0.12	0.536211
Ovibos_moschatus	Bovidae	-91.6153846153846	1.01	3567.388333	1568615.563	340.5011	55.426763
Ovis_ammon	Bovidae	-0.8	1.2	2920	3712172.73	180	41.998798
Ovis_canadensis	Bovidae	88.6271186440678	1.03	2634.501667	534145.3755	74.6449	35.216183
Ovis_dalli	Bovidae	-77.93	1.06	2338.92	809653.8386	55.6506	35.059686
Ovis_nivicola	Bovidae	NA	1	2631.140556	1357561.432	90	25.767344
Ovis_orientalis	NA	NA	NA	NA	2393913.297	60	23.282388
Oxymycterus_dasytrichus	Cricetidae	NA	2.765	589.3882991	287372.3506	NA	NA
Oxymycterus_delator	Cricetidae	224.428571428571	NA	589.3882991	83462.64604	0.0815	0.472135
Oxymycterus_nasutus	Cricetidae	166.666666666667	2.765	589.3882991	563119.2198	0.068	0.64252
Oxymycterus_rufus	Cricetidae	161.166666666667	2.765	589.3882991	282253.3907	0.0754	0.587359
Ozotoceros_bezoarticus	Cervidae	229.666666666667	1	2846.6847	473581.2518	40	21.725007
Paguma_larvata	Viverridae	143.617647058824	2.3	3014.413333	6448212.621	4.3	18.844904
Pan_paniscus	Hominidae	251	1	9125	422567.8747	34.0001	21.497841
Pan_troglodytes	Hominidae	236.857142857143	1.075	7300	2539351.062	42.5	40.567691
Panthera_leo	Felidae	215.403726708075	2.825	2190	4023517.058	161.4991	21.9
Panthera_onca	Felidae	226.736196319018	2	3581.681317	10610902.22	100	108.114823
Panthera_pardus	Felidae	218.061224489796	2.14	3400.645433	37623911.48	54.9997	105.5
Panthera_tigris	Felidae	235.578431372549	2.57	2920	1401996.132	162.564	49.35
Panthera_uncia	Felidae	NA	2.12	2920	3267765.684	44.167	67.192352
Papio_anubis	Cercopithecidae	208.575	1.005	3833.595	7926557.278	28.3292	36.4554
Papio_cynocephalus	Cercopithecidae	218.636363636364	1	6188.575	1966932.834	19.484	21.75801
Papio_hamadryas	Cercopithecidae	214	1	5332.504	617848.6919	14.9722	14.563667
Papio_papio	Cercopithecidae	279.1	1.005	3650	447358.6655	15.5002	13.856187
Papio_ursinus	Cercopithecidae	199.701923076923	1.005	5714.3305	3378853.534	27.9391	30.084179
Pappogeomys_bulleri	Geomyidae	205.703703703704	2	781.5326333	35928.218	0.15	0.343878
Paradoxurus_hermaphroditus	Viverridae	248.189189189189	3.29	2807.003761	7493141.342	3.1567	20.55262
Paradoxurus_zeylonensis	Viverridae	223	2.5	3212	18930.23928	2.7808	2.607044
Parascaptor_leucura	Talpidae	160	NA	759.1857214	376702.1961	0.0456	0.507539
Pardofelis_marmorata	Felidae	NA	2	1821.16	1404494.277	2.8543	9.628323
Parotomys_brantsii	Muridae	184	2.04	639.6318318	684203.8744	0.1295	0.599099
Parotomys_littledalei	Muridae	NA	2.91	639.6318318	602336.4338	0.127	0.576598
Paruromys_dominator	Muridae	227.384615384615	NA	639.6318318	171617.4047	0.342	0.759795
Pecari_tajacu	Tayassuidae	219.149253731343	1.82	3102.921667	16123207.29	21.2667	28.114656
Penthetor_lucasi	Pteropodidae	260.263157894737	1	1553.790873	1305533.1	0.0382	0.351005
Perognathus_amplus	Heteromyidae	193.38064516129	NA	791.6752	122805.7822	0.0117	0.16816
Perognathus_flavescens	Heteromyidae	119.091533180778	4.56	996.4534	1547210.003	0.0088	0.209936
